"Plot Title: baddeck"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10536701, SEN S/N: 10536701)","Temp, °C (LGR S/N: 10536701, SEN S/N: 10536701)","Sensor Depth, meters (LGR S/N: 10536701)"
8659,02/01/15 02:11:37  PM,114.605,1.112,1.499
8660,02/01/15 02:26:37  PM,114.594,1.112,1.494
8661,02/01/15 02:41:37  PM,114.531,1.112,1.483
8662,02/01/15 02:56:37  PM,114.636,1.112,1.489
8663,02/01/15 03:11:37  PM,114.626,1.112,1.485
8664,02/01/15 03:26:37  PM,114.762,1.112,1.496
8665,02/01/15 03:41:37  PM,114.699,1.112,1.487
8666,02/01/15 03:56:37  PM,114.772,1.112,1.491
8667,02/01/15 04:11:37  PM,114.793,1.112,1.491
8668,02/01/15 04:26:37  PM,114.951,1.112,1.504
8669,02/01/15 04:41:37  PM,114.694,1.003,1.476
8670,02/01/15 04:56:37  PM,114.894,1.003,1.493
8671,02/01/15 05:11:37  PM,114.831,1.003,1.484
8672,02/01/15 05:26:37  PM,114.988,1.003,1.497
8673,02/01/15 05:41:37  PM,115.030,1.003,1.499
8674,02/01/15 05:56:37  PM,114.956,1.003,1.489
8675,02/01/15 06:11:37  PM,114.983,0.893,1.490
8676,02/01/15 06:26:37  PM,115.099,0.893,1.498
8677,02/01/15 06:41:37  PM,115.361,0.893,1.520
8678,02/01/15 06:56:37  PM,115.424,0.893,1.524
8679,02/01/15 07:11:37  PM,115.266,0.893,1.506
8680,02/01/15 07:26:37  PM,115.434,0.893,1.521
8681,02/01/15 07:41:37  PM,115.449,1.003,1.520
8682,02/01/15 07:56:37  PM,115.564,1.003,1.528
8683,02/01/15 08:11:37  PM,115.648,1.003,1.535
8684,02/01/15 08:26:37  PM,115.560,0.893,1.522
8685,02/01/15 08:41:37  PM,115.727,0.893,1.536
8686,02/01/15 08:56:37  PM,115.738,0.893,1.534
8687,02/01/15 09:11:37  PM,115.602,0.893,1.517
8688,02/01/15 09:26:37  PM,115.665,0.893,1.522
8689,02/01/15 09:41:37  PM,115.738,0.893,1.527
8690,02/01/15 09:56:37  PM,115.633,0.893,1.513
8691,02/01/15 10:11:37  PM,115.465,0.893,1.493
8692,02/01/15 10:26:37  PM,115.497,0.893,1.494
8693,02/01/15 10:41:37  PM,115.769,0.893,1.518
8694,02/01/15 10:56:37  PM,115.937,0.893,1.532
8695,02/01/15 11:11:37  PM,115.727,0.893,1.508
8696,02/01/15 11:26:37  PM,115.633,0.893,1.499
8697,02/01/15 11:41:37  PM,115.660,0.784,1.502
8698,02/01/15 11:56:37  PM,115.597,0.784,1.495
8699,02/02/15 12:11:37  AM,115.488,0.674,1.481
8700,02/02/15 12:26:37  AM,115.488,0.674,1.482
8701,02/02/15 12:41:37  AM,115.540,0.674,1.487
8702,02/02/15 12:56:37  AM,115.362,0.674,1.469
8703,02/02/15 01:11:37  AM,115.352,0.674,1.465
8704,02/02/15 01:26:37  AM,115.158,0.563,1.444
8705,02/02/15 01:41:37  AM,115.226,0.674,1.450
8706,02/02/15 01:56:37  AM,115.373,0.674,1.461
8707,02/02/15 02:11:37  AM,115.373,0.674,1.460
8708,02/02/15 02:26:37  AM,115.296,0.343,1.450
8709,02/02/15 02:41:37  AM,115.271,0.232,1.446
8710,02/02/15 02:56:37  AM,115.296,0.343,1.447
8711,02/02/15 03:11:37  AM,115.275,0.343,1.442
8712,02/02/15 03:26:37  AM,115.311,0.453,1.443
8713,02/02/15 03:41:37  AM,115.155,0.232,1.423
8714,02/02/15 03:56:37  AM,115.086,0.343,1.411
8715,02/02/15 04:11:37  AM,115.181,0.343,1.415
8716,02/02/15 04:26:37  AM,115.212,0.343,1.414
8717,02/02/15 04:41:37  AM,115.244,0.343,1.416
8718,02/02/15 04:56:37  AM,115.170,0.343,1.407
8719,02/02/15 05:11:37  AM,115.250,0.232,1.414
8720,02/02/15 05:26:37  AM,115.208,0.232,1.408
8721,02/02/15 05:41:37  AM,115.235,0.121,1.407
8722,02/02/15 05:56:37  AM,115.098,0.121,1.389
8723,02/02/15 06:11:37  AM,115.254,0.343,1.401
8724,02/02/15 06:26:37  AM,115.181,0.343,1.391
8725,02/02/15 06:41:37  AM,115.326,0.563,1.403
8726,02/02/15 06:56:37  AM,115.316,0.563,1.402
8727,02/02/15 07:11:37  AM,115.525,0.563,1.423
8728,02/02/15 07:26:37  AM,115.483,0.563,1.415
8729,02/02/15 07:41:37  AM,115.640,0.563,1.426
8730,02/02/15 07:56:37  AM,115.630,0.563,1.420
8731,02/02/15 08:11:37  AM,115.582,0.674,1.413
8732,02/02/15 08:26:37  AM,115.697,0.674,1.425
8733,02/02/15 08:41:37  AM,115.828,0.784,1.438
8734,02/02/15 08:56:37  AM,115.865,0.674,1.434
8735,02/02/15 09:11:37  AM,115.965,0.563,1.438
8736,02/02/15 09:26:37  AM,115.781,0.674,1.418
8737,02/02/15 09:41:37  AM,115.943,0.784,1.434
8738,02/02/15 09:56:37  AM,115.927,0.893,1.432
8739,02/02/15 10:11:37  AM,116.016,0.784,1.440
8740,02/02/15 10:26:37  AM,115.807,0.784,1.418
8741,02/02/15 10:41:37  AM,115.780,0.893,1.413
8742,02/02/15 10:56:37  AM,115.742,1.003,1.406
8743,02/02/15 11:11:37  AM,115.763,1.003,1.405
8744,02/02/15 11:26:37  AM,115.721,1.003,1.400
8745,02/02/15 11:41:37  AM,115.732,1.003,1.401
8746,02/02/15 11:56:37  AM,115.617,1.003,1.390
8747,02/02/15 12:11:37  PM,115.617,1.003,1.389
8748,02/02/15 12:26:37  PM,115.721,1.003,1.403
8749,02/02/15 12:41:37  PM,115.732,1.003,1.404
8750,02/02/15 12:56:37  PM,115.585,1.003,1.388
8751,02/02/15 01:11:37  PM,115.497,0.893,1.375
8752,02/02/15 01:26:37  PM,115.462,0.563,1.370
8753,02/02/15 01:41:37  PM,115.536,0.563,1.378
8754,02/02/15 01:56:37  PM,115.389,0.563,1.364
8755,02/02/15 02:11:37  PM,115.326,0.563,1.355
8756,02/02/15 02:26:37  PM,115.363,0.453,1.358
8757,02/02/15 02:41:37  PM,115.342,0.453,1.357
8758,02/02/15 02:56:37  PM,115.338,0.343,1.359
8759,02/02/15 03:11:37  PM,115.244,0.343,1.351
8760,02/02/15 03:26:37  PM,115.233,0.343,1.349
8761,02/02/15 03:41:37  PM,115.143,0.453,1.343
8762,02/02/15 03:56:37  PM,115.143,0.453,1.347
8763,02/02/15 04:11:37  PM,115.086,0.343,1.346
8764,02/02/15 04:26:37  PM,115.202,0.343,1.356
8765,02/02/15 04:41:37  PM,115.254,0.343,1.357
8766,02/02/15 04:56:37  PM,115.191,0.343,1.351
8767,02/02/15 05:11:37  PM,115.124,0.232,1.345
8768,02/02/15 05:26:37  PM,115.428,0.232,1.372
8769,02/02/15 05:41:37  PM,115.616,0.232,1.392
8770,02/02/15 05:56:37  PM,115.675,0.121,1.399
8771,02/02/15 06:11:37  PM,115.549,0.121,1.388
8772,02/02/15 06:26:37  PM,115.538,0.121,1.389
8773,02/02/15 06:41:37  PM,115.775,0.010,1.416
8774,02/02/15 06:56:37  PM,115.676,-0.102,1.415
8775,02/02/15 07:11:37  PM,115.634,-0.102,1.417
8776,02/02/15 07:26:37  PM,115.540,-0.102,1.412
8777,02/02/15 07:41:37  PM,115.644,-0.102,1.425
8778,02/02/15 07:56:37  PM,115.628,0.010,1.426
8779,02/02/15 08:11:37  PM,115.540,-0.102,1.422
8780,02/02/15 08:26:37  PM,115.577,-0.213,1.432
8781,02/02/15 08:41:37  PM,115.577,-0.213,1.439
8782,02/02/15 08:56:37  PM,115.661,-0.213,1.456
8783,02/02/15 09:11:37  PM,115.724,-0.213,1.468
8784,02/02/15 09:26:37  PM,115.567,-0.213,1.459
8785,02/02/15 09:41:37  PM,115.634,-0.102,1.473
8786,02/02/15 09:56:37  PM,115.603,-0.102,1.475
8787,02/02/15 10:11:37  PM,115.305,-0.213,1.452
8788,02/02/15 10:26:37  PM,115.388,-0.213,1.468
8789,02/02/15 10:41:37  PM,115.483,-0.213,1.488
8790,02/02/15 10:56:37  PM,115.284,-0.213,1.478
8791,02/02/15 11:11:37  PM,115.441,-0.213,1.503
8792,02/02/15 11:26:37  PM,114.640,-0.325,1.431
8793,02/02/15 11:41:37  PM,115.891,-0.213,1.566
8794,02/02/15 11:56:37  PM,115.080,-0.325,1.502
8795,02/03/15 12:11:37  AM,114.215,-0.213,1.428
8796,02/03/15 12:26:37  AM,114.131,-0.213,1.430
8797,02/03/15 12:41:37  AM,114.100,-0.213,1.437
8798,02/03/15 12:56:37  AM,114.341,-0.213,1.476
8799,02/03/15 01:11:37  AM,114.303,-0.102,1.485
8800,02/03/15 01:26:37  AM,113.911,-0.213,1.461
8801,02/03/15 01:41:37  AM,113.911,-0.213,1.477
8802,02/03/15 01:56:37  AM,113.733,-0.213,1.468
8803,02/03/15 02:11:37  AM,113.702,-0.213,1.473
8804,02/03/15 02:26:37  AM,113.587,-0.213,1.477
8805,02/03/15 02:41:37  AM,113.786,-0.213,1.511
8806,02/03/15 02:56:37  AM,114.294,-0.325,1.569
8807,02/03/15 03:11:37  AM,113.136,-0.213,1.465
8808,02/03/15 03:26:37  AM,113.335,-0.213,1.497
8809,02/03/15 03:41:37  AM,113.528,-0.102,1.530
8810,02/03/15 03:56:37  AM,113.964,-0.213,1.585
8811,02/03/15 04:11:37  AM,113.524,-0.213,1.551
8812,02/03/15 04:26:37  AM,114.372,-0.213,1.643
8813,02/03/15 04:41:37  AM,113.769,-0.102,1.590
8814,02/03/15 04:56:37  AM,114.639,-0.102,1.685
8815,02/03/15 05:11:37  AM,113.497,-0.102,1.573
8816,02/03/15 05:26:37  AM,114.172,0.010,1.641
8817,02/03/15 05:41:37  AM,113.757,0.121,1.604
8818,02/03/15 05:56:37  AM,114.375,0.121,1.671
8819,02/03/15 06:11:37  AM,114.365,0.121,1.675
8820,02/03/15 06:26:37  AM,114.365,0.121,1.674
8821,02/03/15 06:41:37  AM,114.411,0.232,1.680
8822,02/03/15 06:56:37  AM,113.489,0.232,1.589
8823,02/03/15 07:11:37  AM,114.055,0.232,1.643
8824,02/03/15 07:26:37  AM,114.066,0.232,1.637
8825,02/03/15 07:41:37  AM,113.793,0.232,1.605
8826,02/03/15 07:56:37  AM,114.003,0.232,1.620
8827,02/03/15 08:11:37  AM,114.579,0.232,1.667
8828,02/03/15 08:26:37  AM,114.663,0.232,1.664
8829,02/03/15 08:41:37  AM,114.600,0.232,1.642
8830,02/03/15 08:56:37  AM,114.569,0.232,1.620
8831,02/03/15 09:11:37  AM,114.820,0.232,1.630
8832,02/03/15 09:26:37  AM,115.302,0.232,1.661
8833,02/03/15 09:41:37  AM,115.522,0.232,1.667
8834,02/03/15 09:56:37  AM,115.715,0.343,1.678
8835,02/03/15 10:11:37  AM,115.788,0.343,1.668
8836,02/03/15 10:26:37  AM,115.977,0.343,1.666
8837,02/03/15 10:41:37  AM,115.982,0.453,1.650
8838,02/03/15 10:56:37  AM,116.348,0.453,1.678
8839,02/03/15 11:11:37  AM,116.495,0.453,1.680
8840,02/03/15 11:26:37  AM,116.720,0.563,1.687
8841,02/03/15 11:41:37  AM,116.751,0.563,1.681
8842,02/03/15 11:56:37  AM,116.997,0.674,1.692
8843,02/03/15 12:11:37  PM,116.982,0.563,1.677
8844,02/03/15 12:26:37  PM,116.929,0.563,1.664
8845,02/03/15 12:41:37  PM,117.353,0.674,1.701
8846,02/03/15 12:56:37  PM,117.118,0.563,1.672
8847,02/03/15 01:11:37  PM,116.929,0.563,1.648
8848,02/03/15 01:26:37  PM,116.976,0.674,1.647
8849,02/03/15 01:41:37  PM,117.206,0.674,1.663
8850,02/03/15 01:56:37  PM,117.238,0.674,1.662
8851,02/03/15 02:11:37  PM,116.808,0.674,1.617
8852,02/03/15 02:26:37  PM,116.871,0.674,1.620
8853,02/03/15 02:41:37  PM,116.861,0.674,1.610
8854,02/03/15 02:56:37  PM,117.081,0.674,1.624
8855,02/03/15 03:11:37  PM,117.206,0.674,1.630
8856,02/03/15 03:26:37  PM,116.965,0.674,1.597
8857,02/03/15 03:41:37  PM,117.096,0.784,1.602
8858,02/03/15 03:56:37  PM,117.191,0.563,1.606
8859,02/03/15 04:11:37  PM,117.369,0.563,1.618
8860,02/03/15 04:26:37  PM,117.432,0.563,1.620
8861,02/03/15 04:41:37  PM,117.464,0.563,1.619
8862,02/03/15 04:56:37  PM,117.479,0.674,1.617
8863,02/03/15 05:11:37  PM,117.212,0.563,1.587
8864,02/03/15 05:26:37  PM,117.453,0.563,1.607
8865,02/03/15 05:41:37  PM,117.506,0.563,1.607
8866,02/03/15 05:56:37  PM,117.516,0.563,1.605
8867,02/03/15 06:11:37  PM,117.553,0.453,1.604
8868,02/03/15 06:26:37  PM,117.627,0.453,1.607
8869,02/03/15 06:41:37  PM,117.443,0.563,1.586
8870,02/03/15 06:56:37  PM,117.401,0.563,1.578
8871,02/03/15 07:11:37  PM,117.495,0.563,1.584
8872,02/03/15 07:26:37  PM,117.527,0.563,1.582
8873,02/03/15 07:41:37  PM,117.826,0.453,1.607
8874,02/03/15 07:56:37  PM,117.910,0.453,1.613
8875,02/03/15 08:11:37  PM,117.920,0.453,1.611
8876,02/03/15 08:26:37  PM,117.774,0.453,1.594
8877,02/03/15 08:41:37  PM,117.872,0.563,1.600
8878,02/03/15 08:56:37  PM,117.820,0.563,1.592
8879,02/03/15 09:11:37  PM,117.857,0.453,1.595
8880,02/03/15 09:26:37  PM,118.004,0.453,1.606
8881,02/03/15 09:41:37  PM,117.947,0.343,1.597
8882,02/03/15 09:56:37  PM,117.881,0.010,1.588
8883,02/03/15 10:11:37  PM,117.908,-0.102,1.589
8884,02/03/15 10:26:37  PM,117.976,-0.213,1.593
8885,02/03/15 10:41:37  PM,117.997,-0.213,1.592
8886,02/03/15 10:56:37  PM,117.861,-0.213,1.577
8887,02/03/15 11:11:37  PM,117.677,-0.102,1.557
8888,02/03/15 11:26:37  PM,117.635,-0.102,1.551
8889,02/03/15 11:41:37  PM,117.682,0.010,1.554
8890,02/03/15 11:56:37  PM,117.587,0.010,1.543
8891,02/04/15 12:11:37  AM,117.509,-0.102,1.533
8892,02/04/15 12:26:37  AM,117.426,-0.102,1.523
8893,02/04/15 12:41:37  AM,117.389,-0.213,1.518
8894,02/04/15 12:56:37  AM,117.395,-0.325,1.517
8895,02/04/15 01:11:37  AM,117.416,-0.325,1.518
8896,02/04/15 01:26:37  AM,117.280,-0.325,1.502
8897,02/04/15 01:41:37  AM,117.186,-0.325,1.491
8898,02/04/15 01:56:37  AM,117.186,-0.325,1.489
8899,02/04/15 02:11:37  AM,117.075,-0.213,1.477
8900,02/04/15 02:26:37  AM,116.986,-0.102,1.467
8901,02/04/15 02:41:37  AM,116.917,0.010,1.456
8902,02/04/15 02:56:37  AM,116.870,-0.102,1.446
8903,02/04/15 03:11:37  AM,116.908,-0.213,1.449
8904,02/04/15 03:26:37  AM,116.819,-0.325,1.438
8905,02/04/15 03:41:37  AM,116.803,-0.213,1.435
8906,02/04/15 03:56:37  AM,116.703,-0.102,1.426
8907,02/04/15 04:11:37  AM,116.724,-0.102,1.426
8908,02/04/15 04:26:37  AM,116.640,-0.102,1.415
8909,02/04/15 04:41:37  AM,116.625,-0.213,1.413
8910,02/04/15 04:56:37  AM,116.520,-0.213,1.400
8911,02/04/15 05:11:37  AM,116.467,-0.213,1.393
8912,02/04/15 05:26:37  AM,116.421,-0.325,1.386
8913,02/04/15 05:41:37  AM,116.452,-0.325,1.387
8914,02/04/15 05:56:37  AM,116.410,-0.325,1.380
8915,02/04/15 06:11:37  AM,116.421,-0.325,1.379
8916,02/04/15 06:26:37  AM,116.358,-0.325,1.370
8917,02/04/15 06:41:37  AM,116.358,-0.325,1.370
8918,02/04/15 06:56:37  AM,116.374,-0.437,1.372
8919,02/04/15 07:11:37  AM,116.317,-0.549,1.365
8920,02/04/15 07:26:37  AM,116.281,-0.662,1.360
8921,02/04/15 07:41:37  AM,116.328,-0.549,1.362
8922,02/04/15 07:56:37  AM,116.265,-0.549,1.353
8923,02/04/15 08:11:37  AM,116.401,-0.549,1.363
8924,02/04/15 08:26:37  AM,116.412,-0.549,1.362
8925,02/04/15 08:41:37  AM,116.506,-0.549,1.371
8926,02/04/15 08:56:37  AM,116.554,-0.662,1.375
8927,02/04/15 09:11:37  AM,116.564,-0.662,1.374
8928,02/04/15 09:26:37  AM,116.533,-0.662,1.370
8929,02/04/15 09:41:37  AM,116.558,-0.549,1.372
8930,02/04/15 09:56:37  AM,116.511,-0.437,1.366
8931,02/04/15 10:11:37  AM,116.610,-0.325,1.375
8932,02/04/15 10:26:37  AM,116.610,-0.325,1.376
8933,02/04/15 10:41:37  AM,116.746,-0.325,1.388
8934,02/04/15 10:56:37  AM,116.641,-0.325,1.377
8935,02/04/15 11:11:37  AM,116.740,-0.213,1.387
8936,02/04/15 11:26:37  AM,116.646,-0.213,1.379
8937,02/04/15 11:41:37  AM,116.682,-0.102,1.385
8938,02/04/15 11:56:37  AM,116.540,0.010,1.373
8939,02/04/15 12:11:37  PM,116.592,0.010,1.378
8940,02/04/15 12:26:37  PM,116.481,0.121,1.368
8941,02/04/15 12:41:37  PM,116.559,0.232,1.376
8942,02/04/15 12:56:37  PM,116.417,0.343,1.362
8943,02/04/15 01:11:37  PM,116.511,0.343,1.370
8944,02/04/15 01:26:37  PM,116.386,0.343,1.358
8945,02/04/15 01:41:37  PM,116.396,0.343,1.359
8946,02/04/15 01:56:37  PM,116.365,0.343,1.356
8947,02/04/15 02:11:37  PM,116.360,0.232,1.354
8948,02/04/15 02:26:37  PM,116.323,0.343,1.348
8949,02/04/15 02:41:37  PM,116.281,0.343,1.343
8950,02/04/15 02:56:37  PM,116.166,0.343,1.329
8951,02/04/15 03:11:37  PM,116.166,0.343,1.327
8952,02/04/15 03:26:37  PM,116.109,0.232,1.320
8953,02/04/15 03:41:37  PM,116.266,0.232,1.334
8954,02/04/15 03:56:37  PM,116.172,0.232,1.323
8955,02/04/15 04:11:37  PM,116.266,0.232,1.331
8956,02/04/15 04:26:37  PM,116.077,0.232,1.311
8957,02/04/15 04:41:37  PM,116.130,0.232,1.317
8958,02/04/15 04:56:37  PM,116.082,0.343,1.313
8959,02/04/15 05:11:37  PM,116.218,0.343,1.326
8960,02/04/15 05:26:37  PM,116.092,0.343,1.314
8961,02/04/15 05:41:37  PM,116.176,0.343,1.323
8962,02/04/15 05:56:37  PM,116.092,0.343,1.315
8963,02/04/15 06:11:37  PM,116.155,0.343,1.321
8964,02/04/15 06:26:37  PM,116.291,0.343,1.335
8965,02/04/15 06:41:37  PM,116.354,0.343,1.341
8966,02/04/15 06:56:37  PM,116.417,0.343,1.348
8967,02/04/15 07:11:37  PM,116.496,0.232,1.356
8968,02/04/15 07:26:37  PM,116.618,0.121,1.368
8969,02/04/15 07:41:37  PM,116.655,0.010,1.373
8970,02/04/15 07:56:37  PM,116.839,-0.102,1.394
8971,02/04/15 08:11:37  PM,116.803,-0.213,1.392
8972,02/04/15 08:26:37  PM,116.871,-0.325,1.398
8973,02/04/15 08:41:37  PM,116.940,-0.437,1.406
8974,02/04/15 08:56:37  PM,116.951,-0.437,1.409
8975,02/04/15 09:11:37  PM,116.877,-0.437,1.405
8976,02/04/15 09:26:37  PM,116.946,-0.549,1.417
8977,02/04/15 09:41:37  PM,116.930,-0.437,1.418
8978,02/04/15 09:56:37  PM,116.972,-0.437,1.423
8979,02/04/15 10:11:37  PM,116.930,-0.437,1.421
8980,02/04/15 10:26:37  PM,116.966,-0.325,1.426
8981,02/04/15 10:41:37  PM,116.981,-0.213,1.428
8982,02/04/15 10:56:37  PM,117.080,-0.102,1.439
8983,02/04/15 11:11:37  PM,116.976,-0.325,1.430
8984,02/04/15 11:26:37  PM,117.065,-0.213,1.442
8985,02/04/15 11:41:37  PM,117.008,-0.325,1.438
8986,02/04/15 11:56:37  PM,116.934,-0.325,1.432
8987,02/05/15 12:11:37  AM,116.871,-0.325,1.429
8988,02/05/15 12:26:37  AM,116.888,-0.437,1.432
8989,02/05/15 12:41:37  AM,116.867,-0.437,1.431
8990,02/05/15 12:56:37  AM,116.804,-0.437,1.428
8991,02/05/15 01:11:37  AM,116.553,-0.437,1.404
8992,02/05/15 01:26:37  AM,116.506,-0.549,1.403
8993,02/05/15 01:41:37  AM,116.454,-0.549,1.400
8994,02/05/15 01:56:37  AM,116.385,-0.437,1.395
8995,02/05/15 02:11:37  AM,116.255,-0.549,1.385
8996,02/05/15 02:26:37  AM,116.123,-0.437,1.375
8997,02/05/15 02:41:37  AM,116.071,-0.437,1.374
8998,02/05/15 02:56:37  AM,116.081,-0.437,1.377
8999,02/05/15 03:11:37  AM,116.066,-0.549,1.376
9000,02/05/15 03:26:37  AM,115.994,-0.774,1.373
9001,02/05/15 03:41:37  AM,116.036,-0.774,1.380
9002,02/05/15 03:56:37  AM,115.847,-0.774,1.365
9003,02/05/15 04:11:37  AM,115.805,-0.774,1.364
9004,02/05/15 04:26:37  AM,115.659,-0.774,1.353
9005,02/05/15 04:41:37  AM,115.737,-0.662,1.362
9006,02/05/15 04:56:37  AM,115.512,-0.774,1.342
9007,02/05/15 05:11:37  AM,115.543,-0.774,1.348
9008,02/05/15 05:26:37  AM,115.502,-0.774,1.348
9009,02/05/15 05:41:37  AM,115.470,-0.774,1.348
9010,02/05/15 05:56:37  AM,115.386,-0.774,1.343
9011,02/05/15 06:11:37  AM,115.323,-0.774,1.339
9012,02/05/15 06:26:37  AM,115.229,-0.774,1.333
9013,02/05/15 06:41:37  AM,115.208,-0.774,1.335
9014,02/05/15 06:56:37  AM,115.009,-0.774,1.319
9015,02/05/15 07:11:37  AM,114.994,-0.887,1.321
9016,02/05/15 07:26:37  AM,114.900,-0.887,1.316
9017,02/05/15 07:41:37  AM,115.009,-0.774,1.329
9018,02/05/15 07:56:37  AM,114.957,-0.774,1.327
9019,02/05/15 08:11:37  AM,115.062,-0.774,1.339
9020,02/05/15 08:26:37  AM,114.988,-0.774,1.333
9021,02/05/15 08:41:37  AM,115.020,-0.774,1.340
9022,02/05/15 08:56:37  AM,114.936,-0.774,1.334
9023,02/05/15 09:11:37  AM,115.020,-0.774,1.344
9024,02/05/15 09:26:37  AM,114.994,-0.887,1.342
9025,02/05/15 09:41:37  AM,115.072,-0.774,1.354
9026,02/05/15 09:56:37  AM,114.894,-0.774,1.341
9027,02/05/15 10:11:37  AM,115.078,-0.887,1.361
9028,02/05/15 10:26:37  AM,114.942,-0.887,1.351
9029,02/05/15 10:41:37  AM,115.026,-0.887,1.363
9030,02/05/15 10:56:37  AM,114.884,-0.774,1.352
9031,02/05/15 11:11:37  AM,115.030,-0.774,1.370
9032,02/05/15 11:26:37  AM,114.779,-0.774,1.349
9033,02/05/15 11:41:37  AM,114.821,-0.774,1.359
9034,02/05/15 11:56:37  AM,114.852,-0.774,1.366
9035,02/05/15 12:11:37  PM,114.978,-0.774,1.379
9036,02/05/15 12:26:37  PM,114.863,-0.774,1.373
9037,02/05/15 12:41:37  PM,114.821,-0.774,1.374
9038,02/05/15 12:56:37  PM,114.569,-0.774,1.352
9039,02/05/15 01:11:37  PM,114.695,-0.774,1.367
9040,02/05/15 01:26:37  PM,114.658,-0.662,1.366
9041,02/05/15 01:41:37  PM,114.526,-0.549,1.357
9042,02/05/15 01:56:37  PM,114.421,-0.549,1.349
9043,02/05/15 02:11:37  PM,114.468,-0.437,1.356
9044,02/05/15 02:26:37  PM,114.300,-0.437,1.342
9045,02/05/15 02:41:37  PM,114.185,-0.437,1.332
9046,02/05/15 02:56:37  PM,114.154,-0.437,1.330
9047,02/05/15 03:11:37  PM,114.185,-0.437,1.333
9048,02/05/15 03:26:37  PM,114.080,-0.437,1.325
9049,02/05/15 03:41:37  PM,113.965,-0.437,1.317
9050,02/05/15 03:56:37  PM,113.881,-0.437,1.313
9051,02/05/15 04:11:37  PM,114.101,-0.437,1.338
9052,02/05/15 04:26:37  PM,113.955,-0.437,1.326
9053,02/05/15 04:41:37  PM,113.724,-0.437,1.305
9054,02/05/15 04:56:37  PM,113.881,-0.437,1.322
9055,02/05/15 05:11:37  PM,113.944,-0.437,1.330
9056,02/05/15 05:26:37  PM,113.913,-0.437,1.329
9057,02/05/15 05:41:37  PM,113.797,-0.437,1.321
9058,02/05/15 05:56:37  PM,113.839,-0.437,1.328
9059,02/05/15 06:11:37  PM,113.651,-0.437,1.309
9060,02/05/15 06:26:37  PM,113.881,-0.437,1.332
9061,02/05/15 06:41:37  PM,113.839,-0.437,1.329
9062,02/05/15 06:56:37  PM,113.955,-0.437,1.341
9063,02/05/15 07:11:37  PM,113.913,-0.437,1.337
9064,02/05/15 07:26:37  PM,114.112,-0.437,1.358
9065,02/05/15 07:41:37  PM,114.017,-0.437,1.353
9066,02/05/15 07:56:37  PM,114.258,-0.437,1.379
9067,02/05/15 08:11:37  PM,114.395,-0.437,1.393
9068,02/05/15 08:26:37  PM,114.363,-0.437,1.392
9069,02/05/15 08:41:37  PM,114.468,-0.437,1.401
9070,02/05/15 08:56:37  PM,114.415,-0.437,1.393
9071,02/05/15 09:11:37  PM,114.573,-0.437,1.410
9072,02/05/15 09:26:37  PM,114.478,-0.437,1.403
9073,02/05/15 09:41:37  PM,114.625,-0.437,1.418
9074,02/05/15 09:56:37  PM,114.568,-0.549,1.414
9075,02/05/15 10:11:37  PM,114.641,-0.549,1.425
9076,02/05/15 10:26:37  PM,114.547,-0.549,1.420
9077,02/05/15 10:41:37  PM,114.673,-0.549,1.436
9078,02/05/15 10:56:37  PM,114.683,-0.549,1.439
9079,02/05/15 11:11:37  PM,114.594,-0.437,1.431
9080,02/05/15 11:26:37  PM,114.625,-0.437,1.437
9081,02/05/15 11:41:37  PM,114.635,-0.437,1.442
9082,02/05/15 11:56:37  PM,114.839,-0.325,1.461
9083,02/06/15 12:11:37  AM,114.686,-0.213,1.446
9084,02/06/15 12:26:37  AM,114.555,-0.102,1.440
9085,02/06/15 12:41:37  AM,114.555,-0.102,1.442
9086,02/06/15 12:56:37  AM,114.528,0.010,1.442
9087,02/06/15 01:11:37  AM,114.538,0.010,1.446
9088,02/06/15 01:26:37  AM,114.507,0.010,1.445
9089,02/06/15 01:41:37  AM,114.381,0.010,1.438
9090,02/06/15 01:56:37  AM,114.392,0.010,1.445
9091,02/06/15 02:11:37  AM,114.381,0.010,1.447
9092,02/06/15 02:26:37  AM,114.298,0.010,1.446
9093,02/06/15 02:41:37  AM,113.910,0.010,1.418
9094,02/06/15 02:56:37  AM,113.899,0.010,1.424
9095,02/06/15 03:11:37  AM,113.679,0.010,1.404
9096,02/06/15 03:26:37  AM,113.648,0.010,1.402
9097,02/06/15 03:41:37  AM,113.522,0.010,1.388
9098,02/06/15 03:56:37  AM,113.533,0.010,1.392
9099,02/06/15 04:11:37  AM,113.669,0.010,1.406
9100,02/06/15 04:26:37  AM,114.078,0.010,1.449
9101,02/06/15 04:41:37  AM,113.868,0.010,1.435
9102,02/06/15 04:56:37  AM,113.910,0.010,1.447
9103,02/06/15 05:11:37  AM,113.795,0.010,1.439
9104,02/06/15 05:26:37  AM,113.895,-0.102,1.447
9105,02/06/15 05:41:37  AM,113.895,-0.102,1.446
9106,02/06/15 05:56:37  AM,113.639,-0.213,1.423
9107,02/06/15 06:11:37  AM,113.618,-0.213,1.417
9108,02/06/15 06:26:37  AM,113.572,-0.325,1.412
9109,02/06/15 06:41:37  AM,113.833,-0.325,1.440
9110,02/06/15 06:56:37  AM,113.613,-0.325,1.416
9111,02/06/15 07:11:37  AM,113.854,-0.325,1.438
9112,02/06/15 07:26:37  AM,113.901,-0.213,1.438
9113,02/06/15 07:41:37  AM,114.062,-0.102,1.451
