"Plot Title: baddeck"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10536701, SEN S/N: 10536701)","Temp, °C (LGR S/N: 10536701, SEN S/N: 10536701)","Sensor Depth, meters (LGR S/N: 10536701)"
1794,11/22/14 01:56:37  AM,115.663,8.082,1.449
1795,11/22/14 02:11:37  AM,115.738,7.882,1.454
1796,11/22/14 02:26:37  AM,115.713,7.782,1.450
1797,11/22/14 02:41:37  AM,115.707,7.882,1.447
1798,11/22/14 02:56:37  AM,115.608,7.782,1.435
1799,11/22/14 03:11:37  AM,115.694,7.582,1.442
1800,11/22/14 03:26:37  AM,115.595,7.481,1.430
1801,11/22/14 03:41:37  AM,115.589,7.582,1.427
1802,11/22/14 03:56:37  AM,115.551,7.682,1.423
1803,11/22/14 04:11:37  AM,115.503,7.782,1.417
1804,11/22/14 04:26:37  AM,115.587,7.782,1.422
1805,11/22/14 04:41:37  AM,115.566,7.782,1.418
1806,11/22/14 04:56:37  AM,115.623,7.882,1.422
1807,11/22/14 05:11:37  AM,115.518,7.882,1.411
1808,11/22/14 05:26:37  AM,115.509,7.682,1.409
1809,11/22/14 05:41:37  AM,115.465,7.381,1.401
1810,11/22/14 05:56:37  AM,115.570,7.381,1.408
1811,11/22/14 06:11:37  AM,115.595,7.481,1.409
1812,11/22/14 06:26:37  AM,115.763,7.481,1.423
1813,11/22/14 06:41:37  AM,115.683,7.582,1.413
1814,11/22/14 06:56:37  AM,115.809,7.582,1.424
1815,11/22/14 07:11:37  AM,115.988,7.582,1.439
1816,11/22/14 07:26:37  AM,116.126,7.882,1.452
1817,11/22/14 07:41:37  AM,116.230,8.082,1.459
1818,11/22/14 07:56:37  AM,116.259,8.282,1.458
1819,11/22/14 08:11:37  AM,116.289,8.481,1.459
1820,11/22/14 08:26:37  AM,116.219,8.581,1.450
1821,11/22/14 08:41:37  AM,116.415,8.481,1.467
1822,11/22/14 08:56:37  AM,116.362,8.481,1.459
1823,11/22/14 09:11:37  AM,116.387,8.581,1.459
1824,11/22/14 09:26:37  AM,116.495,8.879,1.470
1825,11/22/14 09:41:37  AM,116.488,8.978,1.468
1826,11/22/14 09:56:37  AM,116.421,8.879,1.461
1827,11/22/14 10:11:37  AM,116.526,8.879,1.471
1828,11/22/14 10:26:37  AM,116.411,8.879,1.459
1829,11/22/14 10:41:37  AM,116.432,8.879,1.462
1830,11/22/14 10:56:37  AM,116.442,8.879,1.464
1831,11/22/14 11:11:37  AM,116.453,8.879,1.468
1832,11/22/14 11:26:37  AM,116.411,8.879,1.464
1833,11/22/14 11:41:37  AM,116.421,8.879,1.465
1834,11/22/14 11:56:37  AM,116.390,8.879,1.462
1835,11/22/14 12:11:37  PM,116.316,8.879,1.457
1836,11/22/14 12:26:37  PM,116.232,8.879,1.448
1837,11/22/14 12:41:37  PM,116.217,8.779,1.448
1838,11/22/14 12:56:37  PM,116.091,8.779,1.439
1839,11/22/14 01:11:37  PM,116.112,8.779,1.442
1840,11/22/14 01:26:37  PM,116.003,8.680,1.434
1841,11/22/14 01:41:37  PM,115.961,8.680,1.432
1842,11/22/14 01:56:37  PM,115.814,8.680,1.417
1843,11/22/14 02:11:37  PM,115.783,8.680,1.413
1844,11/22/14 02:26:37  PM,115.657,8.680,1.403
1845,11/22/14 02:41:37  PM,115.724,8.779,1.412
1846,11/22/14 02:56:37  PM,115.745,8.779,1.416
1847,11/22/14 03:11:37  PM,115.688,8.680,1.410
1848,11/22/14 03:26:37  PM,115.682,8.779,1.409
1849,11/22/14 03:41:37  PM,115.636,8.680,1.405
1850,11/22/14 03:56:37  PM,115.715,8.581,1.414
1851,11/22/14 04:11:37  PM,115.604,8.680,1.405
1852,11/22/14 04:26:37  PM,115.520,8.680,1.399
1853,11/22/14 04:41:37  PM,115.436,8.680,1.393
1854,11/22/14 04:56:37  PM,115.568,8.581,1.409
1855,11/22/14 05:11:37  PM,115.537,8.581,1.406
1856,11/22/14 05:26:37  PM,115.589,8.581,1.411
1857,11/22/14 05:41:37  PM,115.442,8.581,1.396
1858,11/22/14 05:56:37  PM,115.512,8.481,1.403
1859,11/22/14 06:11:37  PM,115.669,8.481,1.418
1860,11/22/14 06:26:37  PM,115.869,8.481,1.439
1861,11/22/14 06:41:37  PM,115.883,8.581,1.442
1862,11/22/14 06:56:37  PM,115.988,8.581,1.454
1863,11/22/14 07:11:37  PM,115.929,8.182,1.449
1864,11/22/14 07:26:37  PM,116.135,8.082,1.474
1865,11/22/14 07:41:37  PM,115.988,8.082,1.462
1866,11/22/14 07:56:37  PM,116.189,7.882,1.485
1867,11/22/14 08:11:37  PM,115.875,7.882,1.458
1868,11/22/14 08:26:37  PM,116.053,7.882,1.479
1869,11/22/14 08:41:37  PM,115.965,7.782,1.473
1870,11/22/14 08:56:37  PM,116.217,7.782,1.501
1871,11/22/14 09:11:37  PM,115.986,7.782,1.481
1872,11/22/14 09:26:37  PM,116.147,7.882,1.499
1873,11/22/14 09:41:37  PM,115.986,7.782,1.485
1874,11/22/14 09:56:37  PM,116.080,7.782,1.498
1875,11/22/14 10:11:37  PM,115.965,7.782,1.491
1876,11/22/14 10:26:37  PM,116.070,7.782,1.504
1877,11/22/14 10:41:37  PM,115.965,7.782,1.494
1878,11/22/14 10:56:37  PM,116.070,7.782,1.504
1879,11/22/14 11:11:37  PM,115.986,7.782,1.496
1880,11/22/14 11:26:37  PM,116.139,7.682,1.513
1881,11/22/14 11:41:37  PM,116.009,7.582,1.501
1882,11/22/14 11:56:37  PM,116.082,7.582,1.510
1883,11/23/14 12:11:37  AM,115.893,7.582,1.494
1884,11/23/14 12:26:37  AM,115.946,7.582,1.502
1885,11/23/14 12:41:37  AM,115.715,7.582,1.478
1886,11/23/14 12:56:37  AM,115.694,7.582,1.476
1887,11/23/14 01:11:37  AM,115.553,7.481,1.463
1888,11/23/14 01:26:37  AM,115.528,7.381,1.462
1889,11/23/14 01:41:37  AM,115.301,7.481,1.440
1890,11/23/14 01:56:37  AM,115.249,7.481,1.434
1891,11/23/14 02:11:37  AM,115.238,7.481,1.433
1892,11/23/14 02:26:37  AM,115.249,7.481,1.435
1893,11/23/14 02:41:37  AM,115.200,7.582,1.430
1894,11/23/14 02:56:37  AM,115.142,7.682,1.424
1895,11/23/14 03:11:37  AM,115.121,7.682,1.423
1896,11/23/14 03:26:37  AM,114.984,7.682,1.409
1897,11/23/14 03:41:37  AM,115.114,7.782,1.421
1898,11/23/14 03:56:37  AM,114.930,7.882,1.404
1899,11/23/14 04:11:37  AM,114.974,7.682,1.408
1900,11/23/14 04:26:37  AM,114.789,7.782,1.390
1901,11/23/14 04:41:37  AM,114.873,7.782,1.400
1902,11/23/14 04:56:37  AM,114.783,7.882,1.391
1903,11/23/14 05:11:37  AM,114.810,7.782,1.392
1904,11/23/14 05:26:37  AM,114.716,7.782,1.382
1905,11/23/14 05:41:37  AM,114.747,7.782,1.384
1906,11/23/14 05:56:37  AM,114.789,7.782,1.388
1907,11/23/14 06:11:37  AM,114.774,7.682,1.386
1908,11/23/14 06:26:37  AM,114.806,7.682,1.388
1909,11/23/14 06:41:37  AM,114.795,7.682,1.385
1910,11/23/14 06:56:37  AM,114.942,7.682,1.398
1911,11/23/14 07:11:37  AM,114.869,7.682,1.390
1912,11/23/14 07:26:37  AM,115.047,7.682,1.408
1913,11/23/14 07:41:37  AM,115.272,7.782,1.428
1914,11/23/14 07:56:37  AM,115.314,7.782,1.431
1915,11/23/14 08:11:37  AM,115.331,7.682,1.430
1916,11/23/14 08:26:37  AM,115.536,7.582,1.447
1917,11/23/14 08:41:37  AM,115.620,7.582,1.452
1918,11/23/14 08:56:37  AM,115.683,7.582,1.456
1919,11/23/14 09:11:37  AM,115.715,7.582,1.457
1920,11/23/14 09:26:37  AM,115.736,7.582,1.456
1921,11/23/14 09:41:37  AM,115.736,7.582,1.453
1922,11/23/14 09:56:37  AM,115.807,7.782,1.459
1923,11/23/14 10:11:37  AM,115.828,7.782,1.461
1924,11/23/14 10:26:37  AM,115.986,7.782,1.474
1925,11/23/14 10:41:37  AM,115.944,7.782,1.465
1926,11/23/14 10:56:37  AM,115.944,7.782,1.463
1927,11/23/14 11:11:37  AM,115.897,7.682,1.459
1928,11/23/14 11:26:37  AM,115.992,7.682,1.468
1929,11/23/14 11:41:37  AM,116.013,7.682,1.469
1930,11/23/14 11:56:37  AM,116.181,7.682,1.486
1931,11/23/14 12:11:37  PM,116.191,7.682,1.485
1932,11/23/14 12:26:37  PM,116.212,7.682,1.486
1933,11/23/14 12:41:37  PM,116.149,7.682,1.479
1934,11/23/14 12:56:37  PM,116.076,7.682,1.471
1935,11/23/14 01:11:37  PM,116.034,7.682,1.463
1936,11/23/14 01:26:37  PM,116.076,7.682,1.466
1937,11/23/14 01:41:37  PM,116.034,7.682,1.459
1938,11/23/14 01:56:37  PM,115.918,7.682,1.446
1939,11/23/14 02:11:37  PM,115.881,7.782,1.441
1940,11/23/14 02:26:37  PM,115.828,7.782,1.433
1941,11/23/14 02:41:37  PM,115.912,7.782,1.438
1942,11/23/14 02:56:37  PM,115.818,7.782,1.426
1943,11/23/14 03:11:37  PM,115.803,7.682,1.422
1944,11/23/14 03:26:37  PM,115.860,7.782,1.424
1945,11/23/14 03:41:37  PM,115.944,7.782,1.430
1946,11/23/14 03:56:37  PM,115.860,7.782,1.418
1947,11/23/14 04:11:37  PM,115.923,7.782,1.420
1948,11/23/14 04:26:37  PM,115.965,7.782,1.423
1949,11/23/14 04:41:37  PM,115.965,7.782,1.423
1950,11/23/14 04:56:37  PM,115.979,7.882,1.423
1951,11/23/14 05:11:37  PM,115.969,7.882,1.419
1952,11/23/14 05:26:37  PM,116.063,7.882,1.425
1953,11/23/14 05:41:37  PM,116.131,7.983,1.428
1954,11/23/14 05:56:37  PM,116.131,7.983,1.422
1955,11/23/14 06:11:37  PM,116.141,7.983,1.420
1956,11/23/14 06:26:37  PM,116.152,7.983,1.420
1957,11/23/14 06:41:37  PM,116.278,7.983,1.430
1958,11/23/14 06:56:37  PM,116.356,8.082,1.436
1959,11/23/14 07:11:37  PM,116.513,8.082,1.450
1960,11/23/14 07:26:37  PM,116.372,7.983,1.433
1961,11/23/14 07:41:37  PM,116.687,7.983,1.463
1962,11/23/14 07:56:37  PM,116.704,7.882,1.463
1963,11/23/14 08:11:37  PM,116.851,7.882,1.479
1964,11/23/14 08:26:37  PM,116.840,7.882,1.476
1965,11/23/14 08:41:37  PM,116.960,7.983,1.488
1966,11/23/14 08:56:37  PM,116.950,7.983,1.487
1967,11/23/14 09:11:37  PM,117.076,7.983,1.497
1968,11/23/14 09:26:37  PM,117.055,7.983,1.493
1969,11/23/14 09:41:37  PM,117.086,7.983,1.494
1970,11/23/14 09:56:37  PM,117.097,7.983,1.495
1971,11/23/14 10:11:37  PM,117.208,7.882,1.507
1972,11/23/14 10:26:37  PM,117.371,7.782,1.519
1973,11/23/14 10:41:37  PM,117.382,7.782,1.516
1974,11/23/14 10:56:37  PM,117.382,7.782,1.510
1975,11/23/14 11:11:37  PM,117.382,7.782,1.507
1976,11/23/14 11:26:37  PM,117.294,7.682,1.498
1977,11/23/14 11:41:37  PM,117.525,7.682,1.522
1978,11/23/14 11:56:37  PM,117.409,7.682,1.509
1979,11/24/14 12:11:37  AM,117.358,6.978,1.505
1980,11/24/14 12:26:37  AM,117.483,6.471,1.515
1981,11/24/14 12:41:37  AM,117.374,6.370,1.503
1982,11/24/14 12:56:37  AM,117.447,6.370,1.510
1983,11/24/14 01:11:37  AM,117.264,6.268,1.489
1984,11/24/14 01:26:37  AM,117.254,6.268,1.486
1985,11/24/14 01:41:37  AM,117.111,6.370,1.471
1986,11/24/14 01:56:37  AM,117.038,6.370,1.464
1987,11/24/14 02:11:37  AM,116.966,6.166,1.458
1988,11/24/14 02:26:37  AM,116.972,6.064,1.457
1989,11/24/14 02:41:37  AM,116.926,5.962,1.450
1990,11/24/14 02:56:37  AM,116.928,5.757,1.446
1991,11/24/14 03:11:37  AM,116.917,5.757,1.440
1992,11/24/14 03:26:37  AM,116.785,5.860,1.428
1993,11/24/14 03:41:37  AM,116.797,6.370,1.429
1994,11/24/14 03:56:37  AM,116.748,6.471,1.423
1995,11/24/14 04:11:37  AM,116.675,6.471,1.415
1996,11/24/14 04:26:37  AM,116.654,6.471,1.413
1997,11/24/14 04:41:37  AM,116.633,6.471,1.408
1998,11/24/14 04:56:37  AM,116.776,6.370,1.420
1999,11/24/14 05:11:37  AM,116.582,6.268,1.401
2000,11/24/14 05:26:37  AM,116.547,6.166,1.398
2001,11/24/14 05:41:37  AM,116.469,6.064,1.389
2002,11/24/14 05:56:37  AM,116.511,6.064,1.393
2003,11/24/14 06:11:37  AM,116.490,6.064,1.390
2004,11/24/14 06:26:37  AM,116.353,6.064,1.375
2005,11/24/14 06:41:37  AM,116.368,6.166,1.376
2006,11/24/14 06:56:37  AM,116.320,6.268,1.369
2007,11/24/14 07:11:37  AM,116.398,6.370,1.374
2008,11/24/14 07:26:37  AM,116.455,6.471,1.380
2009,11/24/14 07:41:37  AM,116.495,6.674,1.385
2010,11/24/14 07:56:37  AM,116.610,6.674,1.392
2011,11/24/14 08:11:37  AM,116.709,6.775,1.402
2012,11/24/14 08:26:37  AM,116.814,6.775,1.411
2013,11/24/14 08:41:37  AM,116.635,6.775,1.393
2014,11/24/14 08:56:37  AM,116.856,6.775,1.416
2015,11/24/14 09:11:37  AM,116.793,6.775,1.410
2016,11/24/14 09:26:37  AM,117.133,6.877,1.444
2017,11/24/14 09:41:37  AM,117.133,6.877,1.442
2018,11/24/14 09:56:37  AM,117.133,6.877,1.442
2019,11/24/14 10:11:37  AM,117.045,6.775,1.433
2020,11/24/14 10:26:37  AM,117.055,6.775,1.434
2021,11/24/14 10:41:37  AM,117.145,6.674,1.445
2022,11/24/14 10:56:37  AM,117.030,6.674,1.435
2023,11/24/14 11:11:37  AM,117.276,6.775,1.461
2024,11/24/14 11:26:37  AM,117.076,6.775,1.443
2025,11/24/14 11:41:37  AM,117.366,6.674,1.474
2026,11/24/14 11:56:37  AM,117.278,6.573,1.466
2027,11/24/14 12:11:37  PM,117.342,6.370,1.475
2028,11/24/14 12:26:37  PM,117.025,6.064,1.447
2029,11/24/14 12:41:37  PM,117.157,5.962,1.463
2030,11/24/14 12:56:37  PM,117.042,5.962,1.453
2031,11/24/14 01:11:37  PM,117.281,6.166,1.477
2032,11/24/14 01:26:37  PM,117.174,6.370,1.467
2033,11/24/14 01:41:37  PM,117.063,6.471,1.458
2034,11/24/14 01:56:37  PM,117.042,5.962,1.457
2035,11/24/14 02:11:37  PM,117.073,5.962,1.456
2036,11/24/14 02:26:37  PM,116.974,5.860,1.445
2037,11/24/14 02:41:37  PM,116.785,5.860,1.431
2038,11/24/14 02:56:37  PM,116.710,6.064,1.428
2039,11/24/14 03:11:37  PM,116.710,6.064,1.430
2040,11/24/14 03:26:37  PM,116.626,6.064,1.423
2041,11/24/14 03:41:37  PM,116.561,6.268,1.419
2042,11/24/14 03:56:37  PM,116.326,6.166,1.400
2043,11/24/14 04:11:37  PM,116.200,6.166,1.390
2044,11/24/14 04:26:37  PM,116.263,6.166,1.394
2045,11/24/14 04:41:37  PM,116.293,6.370,1.396
2046,11/24/14 04:56:37  PM,116.297,6.471,1.402
2047,11/24/14 05:11:37  PM,116.171,6.471,1.395
2048,11/24/14 05:26:37  PM,116.245,6.471,1.409
2049,11/24/14 05:41:37  PM,116.087,6.471,1.399
2050,11/24/14 05:56:37  PM,116.060,6.573,1.400
2051,11/24/14 06:11:37  PM,115.724,6.573,1.371
2052,11/24/14 06:26:37  PM,116.113,6.573,1.414
2053,11/24/14 06:41:37  PM,115.898,6.471,1.396
2054,11/24/14 06:56:37  PM,115.842,6.370,1.397
2055,11/24/14 07:11:37  PM,115.592,6.166,1.378
2056,11/24/14 07:26:37  PM,115.671,6.064,1.391
2057,11/24/14 07:41:37  PM,115.896,6.166,1.418
2058,11/24/14 07:56:37  PM,116.116,6.166,1.447
2059,11/24/14 08:11:37  PM,116.016,6.268,1.444
2060,11/24/14 08:26:37  PM,116.030,6.370,1.451
2061,11/24/14 08:41:37  PM,116.188,6.370,1.472
2062,11/24/14 08:56:37  PM,116.347,6.166,1.492
2063,11/24/14 09:11:37  PM,116.171,5.962,1.479
2064,11/24/14 09:26:37  PM,116.370,5.962,1.501
2065,11/24/14 09:41:37  PM,116.184,6.268,1.488
2066,11/24/14 09:56:37  PM,116.066,6.471,1.480
2067,11/24/14 10:11:37  PM,116.037,6.775,1.481
2068,11/24/14 10:26:37  PM,116.126,6.877,1.494
2069,11/24/14 10:41:37  PM,116.587,6.877,1.544
2070,11/24/14 10:56:37  PM,116.293,6.877,1.518
2071,11/24/14 11:11:37  PM,116.337,6.674,1.529
2072,11/24/14 11:26:37  PM,116.211,6.674,1.519
2073,11/24/14 11:41:37  PM,116.079,6.775,1.508
2074,11/24/14 11:56:37  PM,115.968,6.877,1.499
2075,11/25/14 12:11:37  AM,116.010,6.877,1.504
2076,11/25/14 12:26:37  AM,115.926,6.877,1.499
2077,11/25/14 12:41:37  AM,115.953,6.775,1.509
2078,11/25/14 12:56:37  AM,115.811,6.877,1.499
2079,11/25/14 01:11:37  AM,115.699,6.978,1.490
2080,11/25/14 01:26:37  AM,115.737,6.877,1.495
2081,11/25/14 01:41:37  AM,115.554,6.775,1.478
2082,11/25/14 01:56:37  AM,115.475,6.877,1.472
2083,11/25/14 02:11:37  AM,115.422,6.877,1.467
2084,11/25/14 02:26:37  AM,115.288,7.179,1.455
2085,11/25/14 02:41:37  AM,115.376,7.280,1.466
2086,11/25/14 02:56:37  AM,115.219,7.280,1.455
2087,11/25/14 03:11:37  AM,115.020,7.280,1.439
2088,11/25/14 03:26:37  AM,115.083,7.280,1.448
2089,11/25/14 03:41:37  AM,115.020,7.280,1.440
2090,11/25/14 03:56:37  AM,114.957,7.280,1.431
2091,11/25/14 04:11:37  AM,114.929,7.381,1.429
2092,11/25/14 04:26:37  AM,114.936,7.280,1.431
2093,11/25/14 04:41:37  AM,114.831,7.280,1.422
2094,11/25/14 04:56:37  AM,114.715,7.280,1.411
2095,11/25/14 05:11:37  AM,114.600,7.280,1.399
2096,11/25/14 05:26:37  AM,114.400,7.280,1.379
2097,11/25/14 05:41:37  AM,114.600,7.280,1.398
2098,11/25/14 05:56:37  AM,114.589,7.280,1.395
2099,11/25/14 06:11:37  AM,114.457,7.381,1.379
2100,11/25/14 06:26:37  AM,114.285,7.280,1.362
2101,11/25/14 06:41:37  AM,114.526,7.280,1.386
2102,11/25/14 06:56:37  AM,114.421,7.280,1.374
2103,11/25/14 07:11:37  AM,114.421,7.280,1.373
2104,11/25/14 07:26:37  AM,114.285,7.280,1.356
2105,11/25/14 07:41:37  AM,114.337,7.280,1.358
2106,11/25/14 07:56:37  AM,114.442,7.280,1.365
2107,11/25/14 08:11:37  AM,114.526,7.280,1.370
2108,11/25/14 08:26:37  AM,114.568,7.280,1.375
2109,11/25/14 08:41:37  AM,114.652,7.280,1.384
2110,11/25/14 08:56:37  AM,114.726,7.280,1.392
2111,11/25/14 09:11:37  AM,114.862,7.280,1.403
2112,11/25/14 09:26:37  AM,114.883,7.280,1.404
2113,11/25/14 09:41:37  AM,114.978,7.280,1.410
2114,11/25/14 09:56:37  AM,114.978,7.280,1.410
2115,11/25/14 10:11:37  AM,115.188,7.280,1.432
2116,11/25/14 10:26:37  AM,115.083,7.280,1.421
2117,11/25/14 10:41:37  AM,115.272,7.280,1.440
2118,11/25/14 10:56:37  AM,115.156,7.280,1.426
2119,11/25/14 11:11:37  AM,115.125,7.280,1.426
2120,11/25/14 11:26:37  AM,114.982,7.381,1.416
2121,11/25/14 11:41:37  AM,115.240,7.280,1.445
2122,11/25/14 11:56:37  AM,115.024,7.381,1.427
2123,11/25/14 12:11:37  PM,115.192,7.381,1.446
2124,11/25/14 12:26:37  PM,115.055,7.381,1.433
2125,11/25/14 12:41:37  PM,115.213,7.381,1.450
2126,11/25/14 12:56:37  PM,115.066,7.381,1.435
2127,11/25/14 01:11:37  PM,115.118,7.381,1.439
2128,11/25/14 01:26:37  PM,114.944,7.481,1.420
2129,11/25/14 01:41:37  PM,114.980,7.582,1.424
2130,11/25/14 01:56:37  PM,115.032,7.582,1.428
2131,11/25/14 02:11:37  PM,115.068,7.682,1.433
2132,11/25/14 02:26:37  PM,115.032,7.582,1.430
2133,11/25/14 02:41:37  PM,114.770,7.582,1.402
2134,11/25/14 02:56:37  PM,114.644,7.582,1.388
2135,11/25/14 03:11:37  PM,114.602,7.582,1.379
2136,11/25/14 03:26:37  PM,114.581,7.582,1.376
2137,11/25/14 03:41:37  PM,114.665,7.582,1.382
2138,11/25/14 03:56:37  PM,114.648,7.682,1.380
2139,11/25/14 04:11:37  PM,114.564,7.682,1.371
2140,11/25/14 04:26:37  PM,114.449,7.682,1.359
2141,11/25/14 04:41:37  PM,114.676,7.582,1.380
2142,11/25/14 04:56:37  PM,114.663,7.280,1.379
2143,11/25/14 05:11:37  PM,114.663,7.280,1.377
2144,11/25/14 05:26:37  PM,114.491,7.179,1.359
2145,11/25/14 05:41:37  PM,114.417,7.179,1.348
2146,11/25/14 05:56:37  PM,114.585,7.179,1.365
2147,11/25/14 06:11:37  PM,114.575,7.179,1.366
2148,11/25/14 06:26:37  PM,114.354,7.179,1.345
2149,11/25/14 06:41:37  PM,114.260,7.179,1.338
2150,11/25/14 06:56:37  PM,114.232,7.280,1.335
2151,11/25/14 07:11:37  PM,114.411,7.280,1.352
2152,11/25/14 07:26:37  PM,114.169,7.280,1.328
2153,11/25/14 07:41:37  PM,114.432,7.280,1.356
2154,11/25/14 07:56:37  PM,114.048,7.381,1.320
2155,11/25/14 08:11:37  PM,114.457,7.381,1.356
2156,11/25/14 08:26:37  PM,114.390,7.280,1.347
2157,11/25/14 08:41:37  PM,114.457,7.381,1.352
2158,11/25/14 08:56:37  PM,114.520,7.381,1.356
2159,11/25/14 09:11:37  PM,114.615,7.381,1.365
2160,11/25/14 09:26:37  PM,114.793,7.381,1.382
2161,11/25/14 09:41:37  PM,115.003,7.381,1.400
2162,11/25/14 09:56:37  PM,115.181,7.381,1.419
2163,11/25/14 10:11:37  PM,115.049,7.481,1.405
2164,11/25/14 10:26:37  PM,115.091,7.481,1.408
2165,11/25/14 10:41:37  PM,115.091,7.481,1.405
2166,11/25/14 10:56:37  PM,115.133,7.481,1.409
2167,11/25/14 11:11:37  PM,115.175,7.481,1.412
2168,11/25/14 11:26:37  PM,115.259,7.481,1.419
2169,11/25/14 11:41:37  PM,114.997,7.481,1.393
2170,11/25/14 11:56:37  PM,115.123,7.481,1.401
2171,11/26/14 12:11:37  AM,115.280,7.481,1.411
2172,11/26/14 12:26:37  AM,115.291,7.481,1.411
2173,11/26/14 12:41:37  AM,115.228,7.481,1.401
2174,11/26/14 12:56:37  AM,115.207,7.481,1.398
2175,11/26/14 01:11:37  AM,115.396,7.481,1.414
2176,11/26/14 01:26:37  AM,115.417,7.481,1.411
2177,11/26/14 01:41:37  AM,115.605,7.481,1.426
2178,11/26/14 01:56:37  AM,115.515,7.582,1.411
2179,11/26/14 02:11:37  AM,115.652,7.582,1.421
2180,11/26/14 02:26:37  AM,115.509,7.682,1.406
2181,11/26/14 02:41:37  AM,115.373,7.682,1.391
2182,11/26/14 02:56:37  AM,115.163,7.682,1.371
2183,11/26/14 03:11:37  AM,115.251,7.782,1.378
2184,11/26/14 03:26:37  AM,115.173,7.682,1.366
2185,11/26/14 03:41:37  AM,115.121,7.682,1.358
2186,11/26/14 03:56:37  AM,114.995,7.682,1.345
2187,11/26/14 04:11:37  AM,115.047,7.682,1.348
2188,11/26/14 04:26:37  AM,115.125,7.782,1.355
2189,11/26/14 04:41:37  AM,115.062,7.782,1.345
2190,11/26/14 04:56:37  AM,115.114,7.782,1.346
2191,11/26/14 05:11:37  AM,114.978,7.782,1.332
2192,11/26/14 05:26:37  AM,115.051,7.782,1.336
2193,11/26/14 05:41:37  AM,114.925,7.782,1.321
2194,11/26/14 05:56:37  AM,115.047,7.682,1.331
2195,11/26/14 06:11:37  AM,114.869,7.682,1.311
2196,11/26/14 06:26:37  AM,115.026,7.682,1.325
2197,11/26/14 06:41:37  AM,114.885,7.582,1.309
2198,11/26/14 06:56:37  AM,115.100,7.682,1.329
2199,11/26/14 07:11:37  AM,115.026,7.682,1.316
2200,11/26/14 07:26:37  AM,115.016,7.682,1.311
2201,11/26/14 07:41:37  AM,114.999,7.782,1.306
2202,11/26/14 07:56:37  AM,115.051,7.782,1.311
2203,11/26/14 08:11:37  AM,115.198,7.782,1.326
2204,11/26/14 08:26:37  AM,115.041,7.782,1.311
2205,11/26/14 08:41:37  AM,115.114,7.782,1.315
2206,11/26/14 08:56:37  AM,114.936,7.782,1.294
2207,11/26/14 09:11:37  AM,115.377,7.782,1.335
2208,11/26/14 09:26:37  AM,115.293,7.782,1.325
2209,11/26/14 09:41:37  AM,115.408,7.782,1.337
2210,11/26/14 09:56:37  AM,115.303,7.782,1.327
2211,11/26/14 10:11:37  AM,115.608,7.782,1.357
2212,11/26/14 10:26:37  AM,115.566,7.782,1.350
2213,11/26/14 10:41:37  AM,115.749,7.882,1.366
2214,11/26/14 10:56:37  AM,115.675,7.882,1.356
2215,11/26/14 11:11:37  AM,115.896,7.882,1.378
2216,11/26/14 11:26:37  AM,115.885,7.882,1.377
2217,11/26/14 11:41:37  AM,116.063,7.882,1.395
2218,11/26/14 11:56:37  AM,115.812,7.882,1.367
2219,11/26/14 12:11:37  PM,116.063,7.882,1.389
2220,11/26/14 12:26:37  PM,115.990,7.882,1.380
2221,11/26/14 12:41:37  PM,116.152,7.983,1.395
2222,11/26/14 12:56:37  PM,116.141,7.983,1.393
2223,11/26/14 01:11:37  PM,116.057,7.983,1.385
2224,11/26/14 01:26:37  PM,116.152,7.983,1.395
2225,11/26/14 01:41:37  PM,116.089,7.983,1.392
2226,11/26/14 01:56:37  PM,116.131,7.983,1.396
2227,11/26/14 02:11:37  PM,116.015,7.983,1.384
2228,11/26/14 02:26:37  PM,115.910,7.983,1.373
2229,11/26/14 02:41:37  PM,116.005,7.983,1.383
2230,11/26/14 02:56:37  PM,116.026,7.983,1.383
2231,11/26/14 03:11:37  PM,116.299,7.983,1.404
2232,11/26/14 03:26:37  PM,116.141,7.983,1.386
2233,11/26/14 03:41:37  PM,116.175,7.782,1.391
2234,11/26/14 03:56:37  PM,115.992,7.682,1.374
2235,11/26/14 04:11:37  PM,116.038,7.782,1.376
2236,11/26/14 04:26:37  PM,115.939,7.682,1.366
2237,11/26/14 04:41:37  PM,116.002,7.682,1.371
2238,11/26/14 04:56:37  PM,115.944,7.782,1.365
2239,11/26/14 05:11:37  PM,115.807,7.782,1.348
2240,11/26/14 05:26:37  PM,115.929,7.682,1.355
2241,11/26/14 05:41:37  PM,115.765,7.782,1.338
2242,11/26/14 05:56:37  PM,115.828,7.782,1.347
2243,11/26/14 06:11:37  PM,115.671,7.782,1.336
2244,11/26/14 06:26:37  PM,115.828,7.782,1.353
2245,11/26/14 06:41:37  PM,115.534,7.782,1.327
2246,11/26/14 06:56:37  PM,115.891,7.782,1.360
2247,11/26/14 07:11:37  PM,115.755,7.782,1.345
2248,11/26/14 07:26:37  PM,115.891,7.782,1.358
2249,11/26/14 07:41:37  PM,115.708,7.682,1.340
2250,11/26/14 07:56:37  PM,115.677,7.682,1.338
2251,11/26/14 08:11:37  PM,115.734,7.782,1.342
2252,11/26/14 08:26:37  PM,115.902,7.782,1.362
2253,11/26/14 08:41:37  PM,115.713,7.782,1.353
2254,11/26/14 08:56:37  PM,115.698,7.682,1.357
2255,11/26/14 09:11:37  PM,115.792,7.682,1.367
